block,streetName,streetType,streetDirection,overall,crack,patch,length,width,dateRated,dateLastOverlay,flushOil,class,pavement,streetID
400,LOWELL,AVE,S,8,4,4,200,30,2/10,2003,F,Local,6,13010428
1500,COLVIN,ST,E,6,3,3,422,36,12/07,1999,F,MA,6,12577025
300,TAYLOR,ST,E,7,3,4,495,27,3/08,2000,F,Local,6,12577401
500,GEDDES,ST,N,6,3,3,438,36,12/07,1993,F,MA,3,12573561
1500,STATE,ST,S,4,3,1,581,32,3/11,1987,F,Local,6,12577266
300,STATE,ST,S,3,2,3,185,45,3/00,1983,F,PA,6,12577705
400,FAYETTE,ST,W,6,3,3,650,34,1/01,1988,F,MA,6,12573718
1700,SALINA,ST,S,6,3,3,301,40,4/15,2002,F,PA,6,12577261
200,TAYLOR,ST,E,6,3,3,330,27,4/14,2000,F,Local,6,12577386
400,RAYNOR,AVE,E,4,3,2,474,36,5/14,1993,F,Local,6,12577360
4200,SALINA,ST,S,5,2,4,322,40,5/14,2001,F,MA,6,13028542
4400,SALINA,ST,S,6,3,3,512,40,5/14,2001,F,MA,6,12576628
500,TAYLOR,ST,E,7,4,2,405,27,4/14,2000,F,Local,6,12577467
1400,GEDDES,ST,S,8,4,4,407,36,3/09,2004,F,MA,6,12573044
600,NEWELL,ST,W,7,4,3,733,24,3/09,1998,F,Local,6,12572081
1900,GENESEE,ST,E,8,4,5,351,40,12/06,2004,F,PA,6,12578208
200,TOWNSEND,ST,S,6,3,3,324,60,3/08,1992,F,CO,6,12577713
4000,SALINA,ST,S,6,3,4,354,40,12/07,2001,F,MA,6,12576741
500,NEWELL,ST,W,6,4,2,286,24,3/11,1998,F,Local,6,12572092
1700,ONONDAGA,ST,W,8,4,5,1156,35,2/12,2005,F,MA,6,13028442
400,GEDDES,ST,N,10,5,5,564,46,11/11,2011,F,MA,3,12573542
700,SALINA,ST,N,8,4,5,524,57,2/12,2005,F,MA,6,12575126
1100,GENESEE,ST,E,6,3,4,591,42,2/13,2004,F,PA,6,12578132
400,NEWELL,ST,W,6,4,2,308,24,3/13,1998,F,Local,6,12572094
600,COLVIN,ST,E,7,4,4,263,36,3/13,1990,F,MA,6,13017689
800,WEST,ST,S,5,3,3,354,74,3/13,1996,F,Local,6,12573643
3300,GENESEE,ST,E,8,4,5,330,40,12/05,2004,F,PA,6,13013219
500,STATE,ST,N,6,3,4,502,60,2/06,1991,F,MA,6,12577957
1800,FAYETTE,ST,W,10,5,5,600,30,3/05,2004,F,Local,6,12573490
600,BEECH,ST,S,7,4,3,1015,24,3/05,1994,F,Local,6,12578171
100,WARREN,ST,S,5,3,2,405,38,2/04,1988,F,Local,6,12577827
200,TAYLOR,ST,E,8,4,3,330,27,3/04,2000,F,Local,6,12577386
2000,ERIE,BLVD,E,8,4,4,725,56,3/03,1999,F,PA,6,12578795
900,SALINA,ST,S,8,4,3,412,56,12/02,2002,F,Local,6,12577369
200,TOWNSEND,ST,S,7,4,3,324,60,1/02,1992,F,CO,6,12577713
5200,SALINA,ST,S,10,5,5,359,40,11/01,2001,F,MA,6,13002110
100,FAYETTE,ST,E,5,3,2,300,38,4/15,1999,F,MA,6,12577689
100,CALTHROP,AVE,W,7,3,3,1210,25,1/12,1999,F,Local,6,12576769
100,STATE,ST,N,10,5,5,687,60,11/11,2011,F,Local,6,12577879
200,BRIGHTON,AVE,E,7,3,5,587,35,3/13,2008,F,PA,4,12576862
2100,FAYETTE,ST,E,5,3,2,270,36,3/13,1992,F,CO,6,12578721
400,FAYETTE,ST,W,8,4,5,650,34,4/13,2008,F,MA,6,12573722
800,SALINA,ST,S,7,3,4,137,56,1/12,1997,F,Local,6,13002502
200,TOWNSEND,ST,S,6,4,3,324,60,2/06,1992,F,CO,6,12577713
200,BEECH,ST,S,10,5,5,320,30,1/04,2003,F,Local,6,12578164
300,LOWELL,AVE,N,8,4,5,350,36,3/03,2001,F,Local,6,12573472
200,NEWELL,ST,W,6,3,3,841,25,1/02,1996,F,Local,6,12576804
200,WILLOW,ST,W,10,5,5,418,40,11/01,2001,F,Local,6,12573902
2500,GENESEE,ST,E,6,3,4,294,40,1/02,1990,F,PA,6,12578700
400,TAYLOR,ST,E,9,5,5,475,27,1/02,2000,F,Local,6,12577403
1300,STATE,ST,S,6,4,2,792,32,1/01,1987,F,PA,6,12577348
4600,SALINA,ST,S,6,3,3,370,40,1/01,1989,F,MA,6,12576608
1300,ERIE,BLVD,E,7,3,5,525,56,4/14,2004,F,PA,6,12578259
3600,GENESEE,ST,E,5,2,3,525,40,5/14,2004,F,PA,6,12579559
200,NEWELL,ST,W,6,3,4,841,25,2/00,1996,F,Local,6,12576800
2500,GENESEE,ST,E,6,3,4,294,40,12/99,1990,F,PA,6,12578700
100,CALTHROP,AVE,E,8,4,5,211,30,6/15,1990,F,Local,4,12576774
200,WARRINGTON,RD,W,6,3,5,287,25,5/14,2000,O,Local,3,12576509
100,BEARD,AVE,E,5,3,3,528,25,3/10,1991,F,Local,6,12577247
1500,SALINA,ST,S,6,3,3,512,40,3/09,2002,F,PA,6,12577258
1600,ERIE,BLVD,E,5,3,4,533,56,12/08,1997,F,PA,6,12578312
300,BRIGHTON,AVE,E,7,3,3,675,35,3/09,2004,F,PA,4,12576864
700,ADAMS,ST,E,5,3,2,411,30,3/10,2002,F,MA,6,12577738
700,STATE,ST,S,4,3,2,468,45,3/08,1983,F,PA,6,12577672
800,GEDDES,ST,S,7,3,4,400,56,3/08,2002,F,MA,6,12573105
900,GEDDES,ST,S,8,4,4,325,40,3/08,2000,F,MA,6,12573092
900,TOWNSEND,ST,S,8,4,4,921,34,2/11,2004,F,Local,6,12577666
1100,STATE,ST,S,5,3,2,417,40,2/13,1987,F,PA,6,12577398
2100,GENESEE,ST,E,6,3,3,306,40,2/13,2004,F,PA,6,13020990
3000,GENESEE,ST,E,5,2,4,1140,40,3/12,2003,F,PA,6,12578861
400,FRANKLIN,ST,N,9,5,5,507,45,4/13,2010,F,Local,6,13008716
4700,SALINA,ST,S,6,3,4,480,40,3/13,1989,F,MA,6,12576602
500,COLVIN,ST,E,7,4,3,259,36,3/13,1990,F,MA,6,12577311
100,STATE,ST,N,7,3,4,687,60,2/06,1989,F,Local,6,12577879
2600,SALINA,ST,S,6,3,3,330,40,1/07,1998,F,PA,6,12576872
3300,SALINA,ST,S,6,3,3,348,40,2/06,2001,F,MA,6,12576773
4000,GENESEE,ST,E,8,4,5,882,40,12/05,2004,F,PA,6,13001973
500,WILBUR,AVE,S,7,3,4,410,41,3/07,2002,F,CO,6,12573425
100,ONONDAGA,ST,W,7,3,4,456,58,1/05,1998,F,MA,6,12573696
300,WILBUR,AVE,S,8,4,5,293,41,3/03,1999,F,CO,6,12573402
600,WATER,ST,E,8,4,4,475,34,3/04,2002,F,CO,6,12577994
1900,GEDDES,ST,S,8,4,5,475,36,1/01,1996,F,MA,6,12572943
300,GLEN,AVE,E,6,3,4,375,25,1/01,1993,O,Local,3,12576647
1100,GEDDES,ST,S,7,4,4,450,40,3/15,2000,F,MA,6,12573059
1400,FAYETTE,ST,E,4,2,2,550,36,5/15,2002,F,MA,6,12578199
100,KENNEDY,ST,W,4,2,1,616,30,5/14,1996,F,Local,6,12577255
100,GEDDES,ST,S,6,3,3,414,56,3/09,2002,F,MA,6,12573467
100,LOWELL,AVE,S,8,4,5,280,30,2/10,2003,F,Local,6,12573390
100,MONTICELLO,DR,S,6,3,3,561,26,3/09,1995,O,Local,3,12576561
800,ERIE,BLVD,W,6,3,3,582,56,2/10,2003,F,PA,6,12573466
3600,SALINA,ST,S,7,3,4,391,40,12/07,2001,F,MA,6,12576763
4200,SALINA,ST,S,6,3,4,322,40,12/07,2001,F,MA,6,13028542
200,TOWNSEND,ST,N,6,3,2,513,35,2/11,1990,F,Local,6,12577932
500,BRIGHTON,AVE,W,6,2,5,557,28,3/11,2008,F,Local,6,13020278
700,WILBUR,AVE,S,5,3,3,358,33,2/11,2002,F,CO,6,12573420
1500,GEDDES,ST,S,8,3,5,400,36,1/01,1994,F,MA,6,13013133
100,MONTICELLO,DR,N,8,4,5,625,28,12/98,1991,O,Local,3,12576622
1200,STATE,ST,S,5,4,2,898,40,4/15,1987,F,PA,6,12577357
1900,GEDDES,ST,S,8,4,5,475,36,3/15,2008,F,MA,6,12572943
200,BRIGHTON,AVE,W,7,4,3,821,30,5/14,2001,F,Local,6,12576809
600,GENESEE,ST,E,7,3,4,516,42,4/14,2005,F,MA,6,13009597
800,BELDEN,AVE,W,7,3,5,800,34,4/15,2004,F,Local,6,12573793
100,WEST,ST,S,6,3,4,612,74,3/09,1996,F,Local,6,13002309
1200,STATE,ST,N,10,5,5,585,35,8/07,2007,F,MA,6,12575143
300,OSTRANDER,AVE,W,7,4,4,1045,24,2/10,2002,F,Local,6,12576724
1500,GENESEE,ST,E,8,4,5,594,42,12/06,2004,F,PA,6,12578191
500,WATER,ST,E,5,3,5,450,34,3/08,2002,F,CO,6,12577892
600,MIDLER,AVE,S,8,4,4,1650,40,12/07,1987,F,Local,6,13001807
100,WEST,ST,S,6,3,4,612,74,2/11,1996,F,Local,6,13002309
1000,SALINA,ST,S,5,3,3,560,56,3/11,2002,F,Local,6,12577367
600,NEWELL,ST,W,7,4,2,733,24,3/11,1998,F,Local,6,12572078
500,BRIGHTON,AVE,E,7,4,4,645,35,1/12,2004,F,PA,4,12576910
5200,SALINA,ST,S,7,3,5,359,40,1/12,2001,F,MA,6,13002112
1300,GEDDES,ST,S,7,4,3,428,36,3/13,2004,F,MA,6,13013128
200,SALINA,ST,S,6,4,3,324,56,5/13,1988,F,Local,6,12573752
300,STATE,ST,N,6,3,3,350,60,4/13,1991,F,MA,6,12577949
800,GENESEE,ST,W,7,3,4,381,56,2/13,2004,F,PA,6,12573787
3500,GENESEE,ST,E,8,4,5,752,40,12/05,2004,F,PA,6,12578917
1100,FAYETTE,ST,E,8,4,4,600,36,2/05,2002,F,MA,6,12578140
1200,STATE,ST,S,5,3,2,898,40,2/05,1987,F,PA,6,13002509
1700,GENESEE,ST,E,8,4,5,309,42,12/05,2004,F,PA,6,12578209
200,GEDDES,ST,N,7,4,3,681,46,3/05,2002,F,MA,6,12573536
1200,ERIE,BLVD,E,10,5,5,627,56,11/04,2004,F,PA,6,12578252
1500,STATE,ST,S,5,3,2,581,32,1/03,1987,F,Local,6,12577266
600,NEWELL,ST,W,8,4,4,733,24,1/03,1998,F,Local,6,12572081
500,MCBRIDE,ST,N,9,5,5,330,30,1/02,2000,F,Local,6,12577981
1000,MCBRIDE,ST,N,10,5,5,768,30,11/00,2000,F,Local,6,12580013
1500,GEDDES,ST,S,8,3,5,400,36,1/01,1994,F,MA,6,12572968
400,COLVIN,ST,E,7,4,4,253,36,1/01,1990,F,MA,6,13017690
200,MILFORD,DR,W,7,3,5,520,29,4/15,2005,O,Local,3,13012245
200,TOWNSEND,ST,S,4,3,2,324,60,4/14,1992,F,CO,6,12577713
2700,GENESEE,ST,E,7,3,4,374,35,5/14,2003,F,PA,6,12578735
1000,MCBRIDE,ST,S,5,3,4,885,30,3/09,1998,F,Local,6,12577413
200,MILFORD,DR,W,10,5,5,520,29,8/05,2005,O,Local,3,13012245
300,KENNEDY,ST,W,6,3,2,1495,31,3/10,1998,F,Local,6,12573197
400,ONONDAGA,ST,W,5,3,3,306,58,2/10,1999,F,MA,6,12573352
500,WEST,ST,S,6,3,4,375,74,3/09,1996,F,Local,6,12573708
800,FAYETTE,ST,W,10,5,5,500,34,9/08,2008,F,MA,6,12573617
1000,ONONDAGA,ST,W,8,5,4,785,34,3/08,2005,F,MA,6,12573242
1000,SALINA,ST,S,6,3,4,560,56,3/07,2002,F,Local,6,13002500
600,BRIGHTON,AVE,E,8,4,5,637,35,12/07,2005,F,PA,4,12576909
100,SALINA,ST,N,5,3,3,366,60,2/11,1989,F,MA,6,12577845
2300,SALINA,ST,S,6,4,2,305,40,3/11,1998,F,PA,6,12576839
300,FAYETTE,ST,W,5,3,3,950,37,2/11,1986,F,MA,6,13020300
800,TOWNSEND,ST,S,8,4,4,576,34,2/12,2005,F,CO,6,12577674
1600,GEDDES,ST,S,7,3,4,265,36,3/13,2004,F,MA,6,12572966
300,ONONDAGA,ST,W,10,2,2,908,58,3/13,2013,F,MA,6,13020293
400,COLVIN,ST,E,7,3,4,253,36,3/13,1990,F,MA,6,13017690
1600,SALINA,ST,N,6,3,5,459,42,1/06,2003,F,MA,6,12575200
400,BRIGHTON,AVE,E,7,3,4,1995,35,3/07,2004,F,PA,4,12576788
1900,GEDDES,ST,S,7,3,5,475,36,1/03,1996,F,MA,6,12572943
1900,GENESEE,ST,W,9,4,5,554,40,3/04,2001,F,PA,6,12572750
200,JEFFERSON,ST,W,7,4,4,532,36,2/04,2001,F,CO,6,12573738
200,ONONDAGA,ST,W,7,4,4,600,58,2/03,1998,F,MA,6,13002402
200,WILLOW,ST,E,10,5,5,417,40,11/03,2003,F,Local,6,12577854
400,STATE,ST,N,6,3,4,417,60,2/04,1991,F,MA,6,12577947
3300,SALINA,ST,S,10,5,5,348,40,11/01,2001,F,MA,6,12576772
1200,COLVIN,ST,E,4,2,3,470,36,3/13,1987,F,MA,6,12576986
1300,FAYETTE,ST,W,6,3,3,800,30,2/12,2004,F,Local,6,12573413
1700,GENESEE,ST,W,8,4,5,593,40,4/13,2001,F,PA,6,13010442
1900,FAYETTE,ST,E,4,2,2,650,36,3/13,1992,F,CO,6,13028260
1400,GEDDES,ST,S,8,4,5,407,36,12/06,2004,F,MA,6,12573044
5500,SALINA,ST,S,7,4,4,618,40,2/06,2001,F,MA,6,13020812
1900,FAYETTE,ST,E,6,4,3,650,36,3/05,1992,F,CO,6,12578712
200,JEFFERSON,ST,E,7,3,4,372,48,1/05,2002,F,CO,6,12577684
400,BRIGHTON,AVE,E,10,5,5,1995,35,11/04,2004,F,PA,4,12576788
300,LOWELL,AVE,S,10,5,5,275,30,11/03,2003,F,Local,6,12573396
3800,SALINA,ST,S,7,3,4,306,40,3/04,2001,F,MA,6,13012948
4600,SALINA,ST,S,8,4,5,370,40,1/03,1989,F,MA,6,12576608
700,ADAMS,ST,E,7,3,4,411,30,3/04,2002,F,MA,6,12577738
200,KENNEDY,ST,W,6,3,3,880,30,10/01,1996,F,Local,6,13028501
1000,MCBRIDE,ST,S,7,3,5,885,30,1/01,1998,F,Local,6,12577413
1000,FAYETTE,ST,E,6,3,4,600,36,4/14,2002,F,MA,6,12578135
400,FAYETTE,ST,E,8,4,5,500,34,4/14,2003,F,MA,6,12577707
1000,ADAMS,ST,E,8,4,5,616,30,2/00,1998,F,MA,6,12578100
200,BEECH,ST,S,5,3,3,320,30,1/01,1983,F,Local,6,12578164
2500,ERIE,BLVD,E,8,4,5,2677,56,1/01,1999,F,PA,6,12578980
500,GEDDES,ST,S,8,4,5,306,56,2/00,1997,F,MA,6,12573433
100,WARRINGTON,RD,W,5,3,3,476,25,5/14,2000,O,Local,3,12576511
500,BRIGHTON,AVE,W,6,2,3,557,28,3/15,2008,F,Local,6,12572107
300,CLINTON,ST,N,6,3,4,342,40,1/10,2001,F,MA,6,12573903
500,EDWARDS,AVE,S,7,3,4,545,31,12/09,2001,O,Local,3,12580955
1100,ADAMS,ST,E,4,2,2,616,30,3/08,1998,F,MA,6,12578102
600,FAYETTE,ST,W,6,4,4,475,34,3/08,2002,F,MA,6,12573635
700,BRIGHTON,AVE,E,8,4,5,1349,85,12/07,2005,F,MA,4,12576908
1000,DIVISION,ST,E,8,4,5,170,37,4/15,2006,O,Local,3,12580176
4200,SALINA,ST,S,5,2,4,322,40,5/14,2001,F,MA,6,12576640
1000,GEDDES,ST,S,7,4,4,390,40,3/09,2000,F,MA,6,12573089
1600,GEDDES,ST,S,8,4,5,265,36,3/09,2004,F,MA,6,12572966
800,GENESEE,ST,W,7,4,4,381,56,3/09,2004,F,PA,6,12573787
300,WASHINGTON,ST,E,6,3,3,525,38,3/07,1994,F,CO,6,12577838
4000,GENESEE,ST,E,10,5,5,882,40,12/07,2004,F,PA,6,13001973
500,BRIGHTON,AVE,E,7,3,4,645,35,12/07,2004,F,PA,4,13002070
900,TOWNSEND,ST,N,6,4,2,540,30,2/08,1999,F,Local,6,12580009
1600,STATE,ST,S,4,3,2,580,32,3/11,1987,F,Local,6,12577264
4700,SALINA,ST,S,7,3,4,480,40,3/11,1989,F,MA,6,12576602
100,GEDDES,ST,N,10,5,5,501,56,11/11,2011,F,MA,6,12573468
1900,FAYETTE,ST,E,4,2,2,650,36,3/13,1992,F,CO,6,12578712
2900,ERIE,BLVD,E,7,4,4,2640,56,4/13,1999,F,PA,6,12579670
1100,ADAMS,ST,E,5,3,4,616,30,1/06,1998,F,MA,6,12578102
1300,SALINA,ST,N,6,3,5,465,42,1/06,2003,F,MA,6,12575272
300,WARREN,ST,S,7,4,3,585,38,2/06,1988,F,Local,6,12577688
5800,SALINA,ST,S,6,3,4,401,40,2/06,2001,F,MA,6,12564388
2900,SALINA,ST,S,7,3,4,308,40,3/05,1998,F,MA,6,12576853
500,NEWELL,ST,W,7,4,3,286,24,3/05,1998,F,Local,6,12572090
100,TOWNSEND,ST,N,7,4,4,568,35,2/03,1990,F,Local,6,12577895
1500,GENESEE,ST,E,10,5,5,594,42,11/04,2004,F,PA,6,12578191
200,WATER,ST,E,5,3,2,366,34,2/04,1992,F,CO,6,12577833
5600,SALINA,ST,S,8,4,5,285,40,3/04,2001,F,MA,6,12564376
500,ERIE,BLVD,W,10,5,5,765,54,11/01,2001,F,PA,6,12573770
500,WATER,ST,E,10,5,5,450,34,11/02,2002,F,CO,6,12577892
600,COLVIN,ST,E,7,4,4,253,36,1/03,1990,F,MA,6,13017689
400,RAYNOR,AVE,E,8,4,4,474,36,1/01,1993,F,Local,6,12577360
1000,GENESEE,ST,E,6,3,4,563,42,3/00,1988,F,PA,6,12578129
1400,GENESEE,ST,E,6,4,3,481,42,12/99,1988,F,PA,6,12578152
1300,STATE,ST,S,5,4,1,792,32,4/15,1987,F,PA,6,12577348
1700,ONONDAGA,ST,W,8,4,4,1156,35,4/14,2005,F,MA,6,13028442
2000,COLVIN,ST,E,6,4,3,317,36,5/14,1998,F,MA,6,12577137
3900,SALINA,ST,S,6,3,4,359,40,5/14,2001,F,MA,6,12576742
600,NEWELL,ST,W,6,3,2,733,24,4/15,1998,F,Local,6,13020277
300,BORDEN,AVE,W,9,5,5,700,25,3/10,2005,F,Local,3,12573194
400,FAYETTE,ST,W,10,5,5,650,34,9/08,2008,F,MA,6,13002306
600,BEECH,ST,S,7,4,3,1015,24,12/08,1994,F,Local,6,12578181
1000,FAYETTE,ST,E,6,3,4,600,36,3/07,2002,F,MA,6,12578135
1800,FAYETTE,ST,E,7,4,4,720,36,12/06,1992,F,CO,6,12578708
200,BELDEN,AVE,E,7,3,4,163,30,3/08,1999,F,Local,6,12577948
3000,GENESEE,ST,E,8,4,5,1140,40,12/07,2003,F,PA,6,12578861
600,GEDDES,ST,S,6,3,3,366,56,3/08,2002,F,MA,6,12573429
300,FAYETTE,ST,E,7,4,3,525,36,3/11,2003,F,MA,6,12577697
1900,STATE,ST,S,5,4,2,264,32,11/11,1987,F,Local,6,12577276
2200,STATE,ST,S,9,5,5,370,30,2/12,2009,F,Local,6,12576883
3100,GENESEE,ST,E,5,2,3,676,40,3/12,2003,F,PA,6,13016560
3800,SALINA,ST,S,7,3,4,306,40,1/12,2001,F,MA,6,13012948
500,MCBRIDE,ST,N,5,3,3,330,30,1/12,2000,F,Local,6,12577981
700,GENESEE,ST,E,6,3,1,600,71,2/12,2005,F,PA,6,13017762
1700,GENESEE,ST,W,8,4,5,593,40,4/13,2001,F,PA,6,12572817
200,STATE,ST,N,9,5,5,378,60,4/13,1991,F,Local,6,13001366
200,JEFFERSON,ST,W,7,3,4,532,36,2/06,2001,F,CO,6,12573742
5000,SALINA,ST,S,7,3,5,317,40,2/06,2001,F,MA,6,13002104
2800,GENESEE,ST,E,10,5,5,517,40,1/04,2003,F,PA,6,12578744
600,BEECH,ST,S,7,4,3,1015,24,3/05,1994,F,Local,6,12578181
500,FAYETTE,ST,E,10,5,5,500,36,11/03,2003,F,MA,6,12577714
800,MCBRIDE,ST,N,8,4,5,513,30,2/04,2000,F,Local,6,12580007
200,BELDEN,AVE,E,8,4,5,163,30,1/02,1999,F,Local,6,12577948
700,WARREN,ST,S,6,3,3,515,38,1/02,1988,F,Local,6,12577643
500,GENESEE,ST,W,9,5,5,465,48,1/01,1990,F,PA,6,12573908
100,BEARD,AVE,W,4,3,1,587,28,3/15,1996,F,Local,6,12577235
600,BEECH,ST,S,5,4,2,1015,24,6/15,1994,F,Local,6,12578172
1400,FAYETTE,ST,W,6,3,3,600,30,2/10,2004,F,Local,6,13010438
200,STATE,ST,N,6,3,3,378,60,3/09,1991,F,Local,6,12577872
300,GLEN,AVE,E,8,4,5,375,25,3/09,1993,O,Local,3,12576647
400,BRIGHTON,AVE,E,7,3,4,1995,35,3/10,2004,F,PA,4,12576788
400,TOWNSEND,ST,S,8,4,4,1404,34,3/10,2005,F,CO,6,12577709
1200,MCBRIDE,ST,S,6,3,3,320,30,3/07,1998,F,Local,6,12577466
200,MIDLER,AVE,S,6,3,4,820,34,12/07,1994,F,MA,6,12580994
2700,FAYETTE,ST,E,6,3,3,325,36,12/06,1989,F,CO,6,12578776
3700,SALINA,ST,S,7,3,4,296,40,12/07,2001,F,MA,6,12576750
1900,STATE,ST,S,4,3,2,264,32,3/11,1987,F,Local,6,12577276
300,NEWELL,ST,W,5,3,2,968,24,3/11,1998,F,Local,6,12576789
600,WEST,ST,S,6,3,5,470,74,2/11,1996,F,Local,6,12573660
1700,ONONDAGA,ST,W,8,4,5,1156,35,2/12,2005,F,MA,6,13022412
200,CLINTON,ST,S,6,3,3,330,50,1/12,2001,F,MA,6,12573750
300,CROUSE,AVE,S,8,4,5,628,36,2/12,2004,F,Local,6,12577819
500,CLINTON,ST,S,8,4,5,917,50,1/12,2009,F,MA,6,12573736
1000,MCBRIDE,ST,N,7,3,4,768,30,4/13,2000,F,Local,6,12580013
1300,STATE,ST,S,5,4,2,792,32,2/13,1987,F,PA,6,12577348
500,BEECH,ST,S,8,4,3,850,24,3/05,1994,F,Local,6,12578167
1300,SALINA,ST,N,8,4,5,465,42,2/04,2003,F,MA,6,12575223
1600,GENESEE,ST,E,10,5,5,556,42,11/04,2004,F,PA,6,12578195
1700,GENESEE,ST,W,9,4,5,593,40,3/04,2001,F,PA,6,13010442
2200,GEDDES,ST,S,7,4,4,686,36,2/03,1996,F,MA,6,12571849
1100,ADAMS,ST,E,6,3,4,616,30,12/01,1998,F,MA,6,12578102
1400,GEDDES,ST,S,7,4,3,407,36,1/03,1994,F,MA,6,12573044
400,NEWELL,ST,W,8,5,4,308,24,1/01,1998,F,Local,6,12572093
1600,GENESEE,ST,E,6,3,3,556,42,12/99,1988,F,PA,6,12578194
200,LOWELL,AVE,N,10,5,5,528,36,11/00,2000,F,Local,6,12573471
2400,GENESEE,ST,E,7,3,4,366,40,12/99,1990,F,PA,6,12578698
100,MONTICELLO,DR,S,7,4,3,1373,27,12/98,1995,O,Local,3,12576561
300,ONONDAGA,ST,W,8,5,4,908,58,3/15,2013,F,MA,6,12573668
400,STATE,ST,N,5,3,2,417,60,4/15,1991,F,MA,6,12577950
4600,SALINA,ST,S,7,3,4,370,40,3/09,1989,F,MA,6,12576609
700,CLINTON,ST,S,10,5,5,513,36,10/09,2009,F,MA,6,12573695
900,WILLOW,ST,E,3,1,2,600,35,12/09,1993,F,Local,6,12580074
1000,BELDEN,AVE,W,8,4,4,750,34,3/07,2004,F,Local,6,12573564
200,JEFFERSON,ST,E,6,3,3,372,48,3/07,2002,F,CO,6,12577679
2400,GENESEE,ST,E,7,4,4,366,40,12/06,2004,F,PA,6,12578698
300,COLVIN,ST,W,8,4,4,498,25,3/11,2004,F,MA,6,12576826
300,WEST,ST,S,6,3,5,424,74,2/11,1996,F,Local,6,13012509
3700,SALINA,ST,S,7,3,4,296,40,1/12,2001,F,MA,6,12576748
4100,SALINA,ST,S,6,3,4,312,40,1/12,2001,F,MA,6,12576641
700,BRIGHTON,AVE,W,5,2,4,792,28,1/12,2003,F,Local,6,12572068
600,WILBUR,AVE,S,9,5,5,470,41,2/13,2002,F,CO,6,12573424
300,JEFFERSON,ST,E,5,3,2,516,48,2/06,2002,F,Local,6,12577686
400,ERIE,BLVD,W,7,4,5,399,56,2/06,2001,F,PA,6,13002332
1000,STATE,ST,N,5,3,2,1014,35,3/04,1993,F,MA,6,12575120
1200,MCBRIDE,ST,S,6,3,3,320,30,2/03,1998,F,Local,6,12577466
200,WILLOW,ST,W,8,4,4,418,40,2/04,2001,F,Local,6,12573902
400,TOWNSEND,ST,N,5,3,2,303,35,3/04,1990,F,Local,6,12577967
4200,SALINA,ST,S,7,3,5,322,40,3/04,2001,F,MA,6,12576640
1000,SALINA,ST,S,6,3,3,560,56,12/01,1997,F,Local,6,13002500
1100,BELDEN,AVE,W,9,5,5,765,34,2/00,1997,F,Local,6,12573560
1800,SALINA,ST,S,8,4,5,308,40,1/01,1998,F,PA,6,12577246
200,COLVIN,ST,W,5,3,2,366,25,12/99,1989,F,MA,6,12577234
200,ADAMS,ST,W,6,3,3,587,56,4/14,2000,F,Local,6,13020291
300,STATE,ST,N,6,3,3,350,60,4/15,1991,F,MA,6,12577949
3400,GENESEE,ST,E,5,3,3,687,40,5/14,2004,F,PA,6,12578912
300,FRANKLIN,ST,S,7,3,4,300,45,1/10,2001,F,Local,6,12573744
500,SALINA,ST,N,8,4,5,581,70,12/09,2003,F,MA,6,12579999
600,ADAMS,ST,E,7,4,3,528,64,3/09,2000,F,MA,6,12577725
800,MCBRIDE,ST,N,6,3,4,513,30,1/10,2000,F,Local,6,12580007
800,TOWNSEND,ST,S,8,4,5,576,34,3/10,2005,F,CO,6,12577674
300,MCBRIDE,ST,N,8,4,4,420,30,12/07,2004,F,Local,6,12577972
400,ERIE,BLVD,W,7,4,5,399,56,12/07,2001,F,PA,6,13002333
600,COLVIN,ST,E,8,4,5,263,36,1/07,1990,F,MA,6,12577318
1000,BELDEN,AVE,W,8,4,4,750,34,2/11,2004,F,Local,6,12573564
100,MONTICELLO,DR,S,5,3,4,561,26,1/12,1995,O,Local,3,12576561
200,KENNEDY,ST,W,3,2,1,880,30,3/12,1996,F,Local,6,13028499
200,TOWNSEND,ST,S,6,3,3,324,60,2/12,1992,F,CO,6,12577713
300,FRANKLIN,ST,S,5,3,2,300,45,1/12,2001,F,Local,6,12573744
300,MIDLER,AVE,S,6,3,4,781,34,12/11,1994,F,MA,4,12580987
600,MIDLER,AVE,S,7,4,3,1650,40,12/11,1987,F,Local,6,13001807
200,WASHINGTON,ST,E,5,3,3,375,38,2/13,1992,F,CO,6,12577825
200,WATER,ST,E,8,4,5,366,34,2/06,1992,F,CO,6,12577833
600,MIDLER,AVE,S,7,4,4,1650,40,3/06,1987,F,Local,6,13001807
100,STATE,ST,S,8,4,5,492,45,2/04,2003,F,PA,6,12577876
300,GENESEE,ST,W,6,4,3,483,40,3/03,1992,F,PA,6,12573876
500,GENESEE,ST,W,8,4,5,465,48,3/03,1999,F,PA,6,12573905
400,FRANKLIN,ST,S,10,5,5,200,45,11/01,2001,F,Local,6,12573741
500,STATE,ST,N,7,3,4,502,60,1/02,1991,F,MA,6,12577957
5300,SALINA,ST,S,10,5,5,412,40,11/01,2001,F,MA,6,12576522
500,BEECH,ST,S,8,4,4,850,24,1/01,1994,F,Local,6,12578189
1100,COLVIN,ST,W,8,4,5,327,34,6/14,2009,F,MA,6,12572125
1700,ERIE,BLVD,E,10,5,5,861,56,11/13,2013,F,PA,6,12578315
400,COLVIN,ST,W,7,4,3,418,25,3/15,2004,F,MA,6,12576824
