song_title,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Jealousy,Martin Solveig,0.0009630000000000001,0.767,317320,0.7120000000000001,0.00275,5,0.243,-7.28,1,0.0564,125.025,4.0,0.9470000000000001
Embody,Sebastian,0.233,0.32799999999999996,225627,0.8270000000000001,0.00517,6,0.632,-2.545,0,0.252,103.12700000000001,4.0,0.7090000000000001
Love In Motion - feat. Mayer Hawthorne,Sebastian,0.0175,0.7020000000000001,185840,0.773,0.00165,9,0.6509999999999999,-3.741,1,0.214,100.006,4.0,0.484
Save the World,Swedish House Mafia,0.00314,0.654,410897,0.7340000000000001,0.00024900000000000004,0,0.0802,-6.216,1,0.11199999999999999,126.995,4.0,0.243
Myth,Beach House,0.0369,0.44799999999999995,258653,0.733,0.0425,3,0.16899999999999998,-6.2379999999999995,1,0.0292,142.00799999999998,4.0,0.40399999999999997
Ready 2 Go,Martin Solveig,0.0152,0.542,265480,0.8540000000000001,0.0,8,0.0639,-5.041,1,0.0445,128.041,4.0,0.262
We Are Young - The Popopopops Remix,Juveniles,0.00206,0.469,235301,0.821,0.00914,2,0.258,-5.055,0,0.0397,173.96400000000003,4.0,0.226
Bop Gun (One Nation) - Radio Edit,Ice Cube,0.429,0.857,287200,0.889,5.21e-06,6,0.14300000000000002,-4.382,1,0.0795,103.072,4.0,0.82
La Funky,Destructo feat. Oliver,0.000407,0.7959999999999999,279952,0.774,0.812,9,0.0784,-4.833,0,0.0509,124.98899999999999,4.0,0.327
In My Mind (Axwell Remix),Ivan Gough & Feenixpawl feat. Georgi Kay,0.0401,0.67,400742,0.897,0.0021,7,0.293,-5.19,0,0.0922,127.994,4.0,0.294
On'n'On - Ruined by Rick Rubin,Justice,0.000299,0.6970000000000001,238206,0.68,0.00674,2,0.125,-6.847,1,0.0318,98.00200000000001,4.0,0.28800000000000003
Don't Die,Killer Mike,0.0193,0.35200000000000004,248133,0.807,6.04e-06,0,0.0963,-7.781000000000001,1,0.17300000000000001,90.772,4.0,0.0459
Van Vogue,Azealia Banks,0.122,0.687,357280,0.799,0.0011,1,0.107,-9.181000000000001,0,0.355,128.001,4.0,0.0397
How Do You Do?,Hot Chip,0.0998,0.6659999999999999,285320,0.8109999999999999,0.0614,11,0.0588,-5.079,0,0.0357,124.954,4.0,0.955
Night And Day,Hot Chip,0.0285,0.764,270680,0.768,0.0235,5,0.122,-5.614,1,0.0382,125.988,4.0,0.627
Don't Deny Your Heart,Hot Chip,0.0132,0.677,271480,0.86,0.0119,1,0.0487,-5.074,1,0.0348,121.98899999999999,4.0,0.7929999999999999
Focused - feat. Kid Cudi,Wale,0.275,0.735,212333,0.8009999999999999,0.0,1,0.13699999999999998,-5.067,1,0.0554,123.094,4.0,0.491
Neptune,Lemonade,0.00048300000000000003,0.28600000000000003,242653,0.6940000000000001,0.00252,6,0.0773,-7.481,1,0.0335,169.90400000000002,4.0,0.41100000000000003
"Function - feat. YG, IAmSu & Problem",E-40,0.0013800000000000002,0.8809999999999999,259200,0.564,0.0,2,0.0983,-5.239,1,0.23199999999999998,100.03200000000001,4.0,0.36
Didn't You,Cloud Nothings,0.0086,0.24600000000000002,237947,0.843,0.24100000000000002,4,0.13699999999999998,-10.022,1,0.0396,80.047,4.0,0.6809999999999999
Search Party,Small Black,0.000248,0.515,172520,0.8759999999999999,0.156,5,0.0606,-5.4479999999999995,1,0.0375,105.12799999999999,4.0,0.7070000000000001
Mi Swing es Tropical,Nickodemus,0.0227,0.816,222920,0.894,7.23e-05,6,0.331,-9.243,1,0.0819,99.995,4.0,0.968
Stock Exchange,Miss Kittin,0.00569,0.715,346773,0.518,0.772,5,0.0983,-11.0,0,0.0699,129.87,4.0,0.9229999999999999
Changes,Crazy P,0.0365,0.8290000000000001,336906,0.637,0.0233,5,0.267,-9.481,0,0.0882,120.76100000000001,4.0,0.688
Play This (Also),J Rocc,0.289,0.444,346360,0.978,0.778,6,0.171,-6.2379999999999995,1,0.0998,125.37100000000001,4.0,0.46299999999999997
Obedear,Purity Ring,0.23199999999999998,0.612,212944,0.725,0.011000000000000001,6,0.395,-5.775,0,0.0966,195.972,4.0,0.153
Slow Down,Poolside,0.0989,0.7,285211,0.718,0.0609,2,0.218,-5.882000000000001,1,0.0535,81.99700000000001,4.0,0.34299999999999997
I Don't Like,Chief Keef,0.000869,0.754,295867,0.877,0.0,2,0.0576,-3.486,1,0.0586,132.033,4.0,0.557
Sleeping Ute,Grizzly Bear,0.14800000000000002,0.327,275286,0.654,0.00442,6,0.0939,-6.257999999999999,0,0.0364,102.53200000000001,3.0,0.262
Hands On the Wheel (feat. a$Ap Rocky),ScHoolboy Q,0.0173,0.6459999999999999,197132,0.778,0.0,1,0.0702,-7.44,0,0.10300000000000001,127.81299999999999,4.0,0.17300000000000001
The Kids Were Wrong,Memoryhouse,0.009909999999999999,0.486,252707,0.526,0.158,0,0.0976,-9.041,1,0.0272,75.461,4.0,0.726
Walk With Me,Memoryhouse,0.473,0.551,283373,0.504,0.664,7,0.0818,-11.165999999999999,1,0.0309,115.99799999999999,4.0,0.13699999999999998
Der Kommissar,After The Fire,0.00909,0.6940000000000001,337187,0.716,0.000814,7,0.0772,-7.468,1,0.0513,121.427,4.0,0.8959999999999999
Slow Down,Clyde Carson,0.122,0.8170000000000001,220987,0.528,0.0,1,0.284,-6.551,1,0.0656,100.99700000000001,4.0,0.161
Genesis,Grimes,0.0764,0.611,255320,0.677,0.0698,10,0.24100000000000002,-6.745,0,0.034,166.04,4.0,0.233
About to Die,Dirty Projectors,0.419,0.727,239360,0.657,0.0,0,0.0624,-5.307,1,0.188,82.553,4.0,0.794
Best Night,The War On Drugs,0.22899999999999998,0.485,330920,0.7929999999999999,0.784,0,0.406,-8.693,1,0.0573,131.951,4.0,0.295
Brothers,The War On Drugs,0.0413,0.52,269000,0.872,0.725,8,0.161,-8.104,1,0.0483,111.958,4.0,0.524
We Own The Sky,M83,0.000105,0.39899999999999997,304907,0.7609999999999999,0.0456,9,0.0757,-6.318,1,0.0334,140.084,4.0,0.244
Chicken Half,Sugarman Three,0.52,0.5820000000000001,212602,0.903,0.779,0,0.243,-4.505,1,0.0335,119.45700000000001,4.0,0.902
Two Of Hearts,Stacey Q,0.0833,0.852,237533,0.523,0.0,5,0.106,-6.716,0,0.032,130.154,4.0,0.648
The Perfect Kiss,New Order,0.0156,0.623,289640,0.8059999999999999,0.0769,0,0.201,-8.533,1,0.0352,130.049,4.0,0.847
Can I Kick It?,A Tribe Called Quest,0.145,0.8440000000000001,265400,0.688,0.00351,4,0.10400000000000001,-8.594,0,0.29100000000000004,96.671,4.0,0.747
Sure Thing,Miguel,0.0275,0.684,195373,0.603,0.00031099999999999997,11,0.191,-8.127,0,0.0989,81.0,4.0,0.508
Kim & Jessie,M83,0.000103,0.498,322933,0.5529999999999999,0.528,5,0.273,-6.193,1,0.0332,111.015,4.0,0.228
Outro,M83,0.0329,0.162,247027,0.254,0.122,2,0.0631,-11.251,1,0.0359,108.943,4.0,0.0778
We Are the People,Empire of the Sun,0.0842,0.6709999999999999,272175,0.784,0.0121,4,0.231,-5.513999999999999,0,0.0303,122.995,4.0,0.545
Look At Where We Are,Hot Chip,0.597,0.792,239427,0.387,0.000106,8,0.0757,-8.192,0,0.0464,136.996,4.0,0.677
Don't Owe You a Thang,Gary Clark Jr.,0.0801,0.41700000000000004,213853,0.9440000000000001,0.00141,9,0.0862,-5.192,1,0.0459,109.721,4.0,0.376
Money Trees,Kendrick Lamar,0.0726,0.7390000000000001,386907,0.526,0.0,4,0.215,-7.3839999999999995,0,0.10099999999999999,143.94799999999998,4.0,0.374
Hood Pass Intact feat. MC Eiht,Dâm-Funk,0.203,0.7909999999999999,286213,0.9159999999999999,0.0,2,0.0924,-2.009,1,0.17800000000000002,103.709,4.0,0.62
Got No Money,FIDLAR,0.0034100000000000003,0.491,128187,0.935,0.348,1,0.121,-4.22,1,0.0343,157.993,4.0,0.9640000000000001
Birthday Song,2 Chainz,0.0581,0.748,306600,0.586,0.0,1,0.156,-2.5540000000000003,1,0.0512,140.067,4.0,0.162
Oh,FIDLAR,7.79e-05,0.35100000000000003,141305,0.9309999999999999,0.129,6,0.226,-5.746,0,0.0539,126.39399999999999,4.0,0.604
No Waves,FIDLAR,0.001,0.48,139560,0.9640000000000001,0.000273,7,0.131,-3.681,1,0.0656,98.49600000000001,4.0,0.579
Wake Bake Skate,FIDLAR,3.41e-05,0.12300000000000001,99413,0.963,0.0329,10,0.292,-4.1819999999999995,1,0.0543,198.04,4.0,0.68
No Ass,FIDLAR,0.008140000000000001,0.401,93267,0.972,0.878,0,0.382,-2.2359999999999998,1,0.0886,152.839,4.0,0.405
Black Out Stout,FIDLAR,0.00022999999999999998,0.228,182600,0.8859999999999999,0.848,9,0.307,-3.87,0,0.0497,165.201,4.0,0.499
Plague,Crystal Castles,0.0214,0.465,295880,0.633,0.79,11,0.105,-9.493,0,0.0578,130.07399999999998,4.0,0.0451
Kerosene,Crystal Castles,0.11,0.43799999999999994,192000,0.539,0.0,8,0.14300000000000002,-9.578,1,0.166,166.649,5.0,0.0759
Wrath Of God,Crystal Castles,0.0036,0.396,186627,0.601,0.531,0,0.11599999999999999,-9.347000000000001,1,0.0515,129.996,4.0,0.35100000000000003
Pale Flesh,Crystal Castles,0.000183,0.596,178800,0.628,0.007670000000000001,5,0.187,-7.582000000000001,0,0.0503,139.965,4.0,0.52
Past Lives,DIIV,0.000964,0.276,141627,0.7659999999999999,0.858,7,0.15,-6.0120000000000005,0,0.0373,158.188,4.0,0.547
Pictures Of Matchstick Men,Status Quo,0.10400000000000001,0.24100000000000002,194600,0.588,0.00042,7,0.087,-6.914,1,0.0313,171.882,4.0,0.506
Get Up,Craig Bratley,0.000341,0.821,397166,0.902,0.909,11,0.0898,-7.202999999999999,1,0.0542,112.98,4.0,0.26899999999999996
Cloud Atlas End Title,Tom Tykwer,0.8540000000000001,0.354,476164,0.228,0.8,0,0.113,-10.304,1,0.0296,82.758,3.0,0.0745
Keep You,Wild Belle,0.0372,0.638,210160,0.897,0.00748,7,0.0691,-5.78,0,0.0504,133.94799999999998,4.0,0.915
Anything New,Bibio,0.0101,0.6509999999999999,247360,0.642,0.00018600000000000002,2,0.0902,-4.276,1,0.16699999999999998,88.23700000000001,4.0,0.711
Adorn,Miguel,0.0543,0.625,193147,0.5760000000000001,4.07e-05,11,0.187,-5.693,0,0.175,179.063,4.0,0.223
Louie Louie,Toots & The Maytals,0.16899999999999998,0.759,346160,0.772,0.0687,7,0.0668,-8.052,1,0.125,89.245,4.0,0.752
Under Mi Sensi,Barrington Levy,0.0175,0.726,190360,0.664,0.0,0,0.195,-6.275,1,0.10800000000000001,75.571,4.0,0.494
Loner,Burial,0.8,0.611,448315,0.9,0.872,1,0.19,-10.026,1,0.0593,129.72899999999998,4.0,0.322
Murderer,Barrington Levy,0.0845,0.865,233300,0.5489999999999999,0.158,0,0.081,-10.083,1,0.244,142.8,4.0,0.619
Space Cakes - Original,Tanner Ross,0.00135,0.794,375179,0.48100000000000004,0.883,6,0.0833,-11.97,1,0.149,114.00299999999999,4.0,0.314
"There, There",Radiohead,0.0193,0.614,323600,0.677,0.518,9,0.10800000000000001,-8.317,0,0.0323,126.477,4.0,0.726
Nightcall,Kavinsky,0.0113,0.535,258413,0.857,0.007509999999999999,9,0.47200000000000003,-5.2,0,0.0543,91.053,4.0,0.431
Jacket & Tie,Toyan,0.45299999999999996,0.815,230307,0.672,0.0,8,0.11199999999999999,-5.675,1,0.27,151.362,4.0,0.813
Doom And Gloom - Jeff Bhasker Mix,The Rolling Stones,0.0010400000000000001,0.595,247175,0.794,0.00733,0,0.0693,-5.186,1,0.0345,131.619,4.0,0.685
All Of Me,Tanlines,4.0600000000000004e-05,0.6829999999999999,230587,0.698,0.000113,9,0.057999999999999996,-6.255,1,0.0395,125.999,4.0,0.9620000000000001
Females Welcomed (feat. Reija Lee),Trinidad James,0.0829,0.722,192026,0.619,0.0,9,0.0533,-8.324,0,0.35200000000000004,140.031,4.0,0.606
Blueberry (Pills & Cocaine) (feat. Danny Brown),Darq E Freaker,0.0985,0.647,277375,0.841,0.0,10,0.897,-2.5069999999999997,1,0.16399999999999998,139.963,4.0,0.8859999999999999
Max Can't Surf,FIDLAR,0.000455,0.428,146227,0.972,0.0008539999999999999,11,0.313,-4.329,0,0.0514,133.064,4.0,0.48
Wait for the Man,FIDLAR,9.19e-06,0.325,109533,0.9179999999999999,0.000288,2,0.276,-4.823,1,0.071,95.537,4.0,0.184
Inspector Norse,Todd Terje,0.07400000000000001,0.912,400751,0.7809999999999999,0.762,7,0.348,-7.018,0,0.0444,119.978,4.0,0.8909999999999999
Love Sosa,Chief Keef,0.0324,0.7709999999999999,246573,0.41600000000000004,0.0,0,0.111,-8.187999999999999,0,0.0894,131.952,4.0,0.218
This Time Around,Softwar,0.0006900000000000001,0.759,398615,0.764,0.7190000000000001,10,0.11599999999999999,-7.416,0,0.0446,117.99600000000001,4.0,0.315
See Blind Through,Canyons,0.135,0.691,264213,0.737,0.0291,10,0.127,-5.757999999999999,0,0.0447,108.04899999999999,4.0,0.675
Vowels = space and time,Grimes,0.139,0.701,261120,0.8220000000000001,0.0526,6,0.0726,-6.13,1,0.0366,129.03,4.0,0.7390000000000001
Be A Body,Grimes,0.263,0.736,260413,0.58,0.6629999999999999,5,0.10099999999999999,-9.642999999999999,0,0.0485,140.04,4.0,0.14400000000000002
Unchained (The Payback / Untouchable),James Brown,0.131,0.564,171573,0.912,8.05e-06,5,0.369,-4.718,0,0.14300000000000002,92.054,4.0,0.5820000000000001
Stomp - Dirty,5kinAndBone5,0.16399999999999998,0.8240000000000001,181800,0.513,0.0,8,0.0487,-9.591000000000001,1,0.20800000000000002,99.93799999999999,4.0,0.568
Borrowed Time,Parquet Courts,0.0451,0.406,152040,0.74,0.722,0,0.637,-7.232,1,0.031,92.333,4.0,0.8220000000000001
Young N*****,Gucci Mane,0.11599999999999999,0.762,204293,0.883,0.0,0,0.3,-4.397,1,0.18,140.974,4.0,0.7809999999999999
All Gold Everything,Trinidad James,0.078,0.54,187847,0.77,0.0,7,0.0846,-7.747999999999999,1,0.354,99.882,4.0,0.62
What I Might Do - Club Mix,Ben Pearce,0.109,0.8340000000000001,389508,0.48100000000000004,0.8220000000000001,8,0.111,-9.511000000000001,1,0.135,121.999,4.0,0.306
I Love It (feat. Charli XCX) - Original Version,Icona Pop,0.00855,0.7140000000000001,155337,0.905,2.55e-05,8,0.146,-2.6630000000000003,1,0.0289,125.927,4.0,0.8240000000000001
Kenosha,Swearin',0.0015,0.36,162168,0.774,0.807,3,0.0996,-8.758,1,0.0384,80.205,4.0,0.664
Fineshrine,Purity Ring,0.018000000000000002,0.609,209760,0.7979999999999999,8.68e-06,5,0.434,-4.448,0,0.0404,130.034,4.0,0.405
Flow,Disclosure,0.0047,0.777,309180,0.688,0.69,8,0.096,-8.692,0,0.0681,126.01899999999999,4.0,0.18
C'Est La Vie,Booba,0.135,0.7490000000000001,267307,0.647,0.0,2,0.142,-6.877999999999999,1,0.13699999999999998,146.024,4.0,0.196
Caramel,Booba,0.0202,0.67,260853,0.544,0.00792,1,0.14,-9.642999999999999,0,0.124,140.037,4.0,0.331
O.G,Booba,0.00627,0.684,228907,0.637,0.0,9,0.297,-6.377999999999999,1,0.061,140.063,4.0,0.245
HLM 3,Lunatic,0.151,0.633,321627,0.85,0.0,5,0.0556,-5.915,0,0.344,97.93299999999999,4.0,0.7609999999999999
The Mighty Ming - Original Club Mix,Funkagenda,0.049,0.594,457205,0.77,0.9,0,0.10300000000000001,-7.082000000000001,1,0.0629,125.98700000000001,4.0,0.14
Harlem Shake,Baauer,0.0119,0.473,196664,0.794,0.00218,9,0.418,-5.151,1,0.0462,139.313,4.0,0.293
Purp Walk,Lunice,0.00207,0.9309999999999999,255844,0.606,0.461,1,0.092,-8.366,1,0.26899999999999996,94.01799999999999,4.0,0.865
Do You Like It? (Feat. Kool A.D),Chaz Van Queen,0.43200000000000005,0.7440000000000001,232611,0.685,0.0,7,0.319,-8.332,1,0.34,87.675,4.0,0.56
Gucci On The Rise,Gucci Mane,0.0452,0.752,150053,0.7829999999999999,0.0,9,0.19399999999999998,-7.507000000000001,1,0.151,159.912,4.0,0.611
Hate Bein' Sober,Chief Keef,0.00469,0.821,280173,0.469,0.0,8,0.141,-7.152,1,0.0473,132.002,4.0,0.321
Traffic,Lil Reese,0.00271,0.9079999999999999,237293,0.513,0.0,2,0.141,-5.318,1,0.0973,130.047,4.0,0.256
Hold Me Back,Rick Ross,0.0401,0.636,267147,0.7020000000000001,0.0,11,0.105,-5.437,1,0.0743,125.99799999999999,4.0,0.47100000000000003
Oldie,Odd Future,0.239,0.8390000000000001,636213,0.583,0.0,1,0.262,-5.941,1,0.268,87.99,4.0,0.557
Started From the Bottom,Drake,0.0425,0.79,173160,0.531,0.0,8,0.266,-6.968,1,0.19699999999999998,86.306,4.0,0.498
Dum Dum,Baauer,0.0596,0.787,121874,0.81,0.125,5,0.625,-7.822,1,0.0993,77.505,4.0,0.606
Higher - Extended,Just Blaze and Baauer,0.00045099999999999996,0.603,342020,0.978,0.493,11,0.40399999999999997,-1.367,0,0.18600000000000003,150.072,4.0,0.496
"Gone, Gone",Juicy J,0.00402,0.937,225940,0.67,0.0,9,0.10800000000000001,-6.149,1,0.107,136.029,4.0,0.5920000000000001
Rock Creek Park,The Blackbyrds,0.0912,0.748,275907,0.703,0.0036,2,0.0635,-11.869000000000002,1,0.0663,110.615,4.0,0.618
Leaving Babylon,Bad Brains,0.007409999999999999,0.727,250587,0.235,0.0159,0,0.0769,-20.262999999999998,1,0.16,127.16,4.0,0.59
Trap Shit V7,UZ,0.000117,0.857,222330,0.948,0.816,10,0.317,-6.901,0,0.204,140.002,4.0,0.669
Good Life - Original 12'' Mix,Inner City,0.0295,0.7929999999999999,432800,0.978,0.0331,11,0.0764,-9.229,0,0.0648,124.92200000000001,4.0,0.711
Big Fun - Original 12'' Mix,Inner City,0.0492,0.738,461560,0.8079999999999999,0.7340000000000001,10,0.036000000000000004,-9.772,0,0.0522,120.24799999999999,4.0,0.816
Piss Test (feat. Juicy J & Dany Brown),A-Trak,0.00905,0.8640000000000001,223071,0.86,0.0,11,0.183,-1.92,1,0.17800000000000002,140.029,4.0,0.883
Can't Seem To Make You Mine,Sky Saxon & The Seeds,0.0234,0.688,219618,0.457,0.0,7,0.127,-9.86,1,0.0338,109.27799999999999,4.0,0.645
Borderline,Classixx,0.423,0.7859999999999999,267160,0.525,0.461,1,0.0876,-8.271,0,0.0388,128.014,4.0,0.43
Elevate - Q45 Remix,Toni Toni Lee,0.00201,0.7340000000000001,394857,0.6859999999999999,0.11,5,0.0408,-9.781,0,0.0761,128.02100000000002,4.0,0.5429999999999999
With You (feat. Alexis Taylor),Carte Blanche (feat. Alexis Taylor),0.0196,0.765,246823,0.8909999999999999,0.0145,9,0.0293,-6.43,0,0.0514,126.99,4.0,0.564
Can't Shake This Feeling,Grum,0.00263,0.725,238640,0.7979999999999999,2.14e-06,0,0.0791,-6.75,0,0.162,124.045,4.0,0.72
Check Me Out Like,Blaqstarr,0.013999999999999999,0.9620000000000001,156800,0.5920000000000001,0.642,9,0.134,-11.716,0,0.10800000000000001,130.684,4.0,0.361
Second Summer,YACHT,0.0016699999999999998,0.845,292654,0.455,5.9699999999999994e-05,11,0.0414,-5.209,1,0.0693,119.98700000000001,4.0,0.8320000000000001
Demon To Lean On,Wavves,0.000321,0.5,261587,0.95,0.0293,6,0.382,-4.333,1,0.0677,120.038,4.0,0.298
Walk In The Park,Beach House,0.0537,0.648,322760,0.547,0.0439,5,0.0826,-6.547000000000001,1,0.0245,141.378,4.0,0.851
Reckless (With Your Love),Azari & III,0.00576,0.77,347387,0.69,0.0107,9,0.0684,-4.9030000000000005,0,0.0977,118.98899999999999,4.0,0.721
Reckless (With Your Love) - Tensnake Remix,Azari & III,3.13e-05,0.61,420384,0.907,0.698,11,0.23,-5.857,0,0.0384,112.007,4.0,0.397
Never Be Your Woman (Shy FX Radio Edit) [feat. Emeli Sandé],Wiley,0.00318,0.6629999999999999,146906,0.877,0.00217,5,0.124,-3.37,0,0.0538,135.989,4.0,0.396
(Bonus) Break Her Down,Iamsu!,0.0005480000000000001,0.831,155042,0.373,0.000362,1,0.1,-6.896,1,0.157,96.115,4.0,0.35600000000000004
Molly Ringwald,Danny Brown,0.0482,0.653,141724,0.8170000000000001,0.0,1,0.157,-5.077,1,0.239,135.345,4.0,0.493
8 Feet Tall,Problem,8.340000000000001e-05,0.72,255135,0.748,0.0,5,0.11,-7.607,1,0.447,182.06400000000002,4.0,0.555
36 Chamber Flow,Flatbush Zombies,0.769,0.8079999999999999,118353,0.593,2.07e-06,1,0.111,-9.395,1,0.344,89.876,4.0,0.88
Trill Hoe,Western Tink,0.0302,0.7979999999999999,216585,0.48100000000000004,0.0,7,0.128,-10.488,1,0.314,127.13600000000001,4.0,0.64
Saturday Love,Toro y Moi,0.0070599999999999994,0.586,245733,0.915,0.23600000000000002,6,0.192,-6.263999999999999,1,0.031,117.99,4.0,0.747
Sweater Weather,The Neighbourhood,0.15,0.695,240040,0.615,0.000212,7,0.0879,-5.325,0,0.042,124.015,4.0,0.425
Oh My - Club Mix,The Partysquad,0.007490000000000001,0.5870000000000001,250299,0.784,0.0126,9,0.264,-4.878,1,0.0469,139.99,4.0,0.13
Saltkin,Purity Ring,0.0765,0.675,205533,0.862,0.000609,8,0.364,-5.309,0,0.0501,124.98200000000001,4.0,0.8190000000000001
Lofticries,Purity Ring,0.11599999999999999,0.6709999999999999,239613,0.73,0.000356,8,0.201,-6.773,1,0.0369,112.01100000000001,4.0,0.302
Get It In,Iamsu!,0.00221,0.632,156614,0.7929999999999999,0.0,10,0.171,-4.171,0,0.102,189.99200000000002,4.0,0.39299999999999996
My Bad - Club Mix,The Partysquad,0.0106,0.774,227327,0.92,0.433,11,0.146,-4.213,1,0.25,128.97,4.0,0.223
I'm Different,2 Chainz,0.0415,0.941,207040,0.685,0.0,10,0.08,-5.24,1,0.0752,97.524,4.0,0.695
Get Lucky - Radio Edit,Daft Punk,0.0426,0.794,248413,0.8109999999999999,1.07e-06,6,0.10099999999999999,-8.966000000000001,0,0.038,116.04700000000001,4.0,0.865
Had A Dream,EMP DASME,0.0436,0.805,192623,0.634,0.0,7,0.0579,-7.7589999999999995,1,0.0535,143.944,4.0,0.76
Recover,CHVRCHES,0.00584,0.39399999999999996,225680,0.669,0.0,7,0.33399999999999996,-4.461,1,0.055999999999999994,169.929,4.0,0.195
Now Is Not the Time,CHVRCHES,0.0347,0.635,224747,0.45899999999999996,0.000184,2,0.077,-7.59,1,0.0491,114.865,4.0,0.345
MDA,Problem,0.00116,0.669,211042,0.765,0.0,8,0.312,-7.885,1,0.051,131.946,4.0,0.163
Pop That,French Montana,0.0637,0.742,304880,0.912,0.0,6,0.599,-1.188,0,0.13,137.975,4.0,0.562
Young & Gettin' It - feat. Kirko Bangz,Meek Mill,0.244,0.624,205973,0.752,0.0,4,0.131,-5.43,1,0.121,134.02100000000002,4.0,0.862
Best Wishes,Iamsu!,0.45,0.622,218480,0.628,0.0,7,0.251,-9.964,0,0.243,144.812,4.0,0.304
Kids,Iamsu!,0.121,0.7190000000000001,216000,0.66,0.0,2,0.127,-8.22,1,0.0829,119.99600000000001,4.0,0.35700000000000004
Levitate,Paper Diamond,0.000478,0.525,200015,0.8,0.429,11,0.319,-11.484000000000002,1,0.122,80.032,4.0,0.52
Get Free (feat. Amber of Dirty Projectors),Major Lazer,0.14,0.525,291162,0.5379999999999999,0.11699999999999999,11,0.095,-9.366,0,0.0783,175.953,4.0,0.7909999999999999
Balance,Future Islands,0.000373,0.47200000000000003,246427,0.855,0.93,0,0.887,-6.937,1,0.069,154.908,4.0,0.166
The Lion - Original Mix,The Partysquad,0.00417,0.9,262168,0.929,2.0399999999999998e-05,7,0.524,-0.718,1,0.14800000000000002,129.991,4.0,0.5660000000000001
For Your Love - Club Edit,The Partysquad,0.000839,0.802,334849,0.586,0.0212,5,0.0587,-6.245,1,0.10300000000000001,128.011,4.0,0.40700000000000003
For Your Love - Olav Basoski Remix,The Partysquad,0.00042300000000000004,0.723,358436,0.669,0.9359999999999999,11,0.0751,-5.026,0,0.0582,126.01299999999999,4.0,0.156
Slippin’,Quadron,0.284,0.797,253187,0.508,0.00859,9,0.35600000000000004,-8.154,0,0.0455,118.03200000000001,4.0,0.958
Take You On,Peaches,0.00255,0.8690000000000001,224107,0.426,0.534,7,0.113,-8.187000000000001,1,0.20199999999999999,127.059,4.0,0.457
One of Those Nights,Juicy J,0.0302,0.7559999999999999,256933,0.595,1.98e-06,1,0.146,-6.9239999999999995,1,0.0333,130.031,4.0,0.0681
Get Lucky - Daft Punk Remix,Daft Punk,0.0267,0.821,632693,0.7929999999999999,1.3699999999999998e-05,6,0.0751,-9.003,0,0.0391,116.009,4.0,0.91
No Way Back,Adonis,0.000891,0.8059999999999999,297907,0.772,0.8640000000000001,6,0.10099999999999999,-14.369000000000002,1,0.0856,125.325,4.0,0.436
Ride The Rhythm,On The House featuring Marshall Jefferson,0.152,0.7020000000000001,420107,0.504,5.11e-06,9,0.22,-16.794,1,0.342,121.374,4.0,0.794
Move Your Body - Extended Mix,Benny Benassi,0.0956,0.6459999999999999,282791,0.929,1.12e-06,2,0.159,-1.501,1,0.19399999999999998,128.995,4.0,0.22899999999999998
Rockin' In The Free World,Neil Young,0.000736,0.491,281853,0.883,3.19e-05,4,0.369,-4.986000000000001,0,0.0306,131.75,4.0,0.516
Feels Like We Only Go Backwards,Tame Impala,0.027999999999999997,0.29100000000000004,192960,0.9009999999999999,0.627,2,0.11599999999999999,-2.327,0,0.0563,150.05200000000002,4.0,0.511
Half Full Glass of Wine,Tame Impala,0.27399999999999997,0.6829999999999999,266173,0.7759999999999999,0.0748,0,0.0885,-7.029,1,0.0754,126.18,4.0,0.667
"Bubble Butt [Radio Mix] [feat. Bruno Mars, 2 Chainz, Tyga & Mystic]",Major Lazer,0.00845,0.799,207843,0.605,0.0143,7,0.485,-10.011000000000001,1,0.28600000000000003,194.055,4.0,0.37799999999999995
Wop (Official Version),J. Dash,0.00968,0.836,230627,0.8170000000000001,0.0,7,0.114,-5.672000000000001,1,0.0677,112.007,4.0,0.6579999999999999
Don’t Drop That Thun Thun,Finatticz,0.0613,0.9309999999999999,202199,0.415,0.0,7,0.059000000000000004,-8.491,1,0.293,97.995,4.0,0.614
Give It Away,Red Hot Chili Peppers,0.00579,0.6829999999999999,284267,0.9890000000000001,0.00108,9,0.0964,-2.092,0,0.0616,91.55799999999999,4.0,0.78
Wakin on a Pretty Day,Kurt Vile,0.0472,0.379,570733,0.782,0.748,11,0.265,-8.163,1,0.0358,101.698,4.0,0.529
Hulk (Dillon Francis Remix),Clockwork,0.00028900000000000003,0.7709999999999999,227143,0.9490000000000001,0.602,8,0.595,-4.712,1,0.175,111.959,4.0,0.37200000000000005
Dill the Noise,Dillon Francis and Kill The Noise,0.000183,0.695,295714,0.792,0.439,9,0.0638,-4.595,0,0.0328,112.008,4.0,0.424
Dead Sound,The Raveonettes,0.000258,0.375,212947,0.804,0.6940000000000001,7,0.322,-5.672999999999999,0,0.0372,154.066,4.0,0.39399999999999996
Rvtchet Bitch,Brillz & Teddy Tuxedo,0.00533,0.42100000000000004,164289,0.8,0.332,11,0.381,-5.85,1,0.303,189.935,4.0,0.0951
Swing,Savage,0.0216,0.8859999999999999,217893,0.474,0.0,1,0.08800000000000001,-8.045,0,0.27399999999999997,150.06799999999998,4.0,0.823
